time_s,s_analytical_mm,s_numerical_mm,v_analytical_mm_s,v_numerical_mm_s,G_L_analytical_K_mm,G_L_numerical_K_mm,G_S_numerical_K_mm,G_L_from_Stefan_balance_K_mm,h_bar_W_m2K,h_i_W_m2K,liquid_model,T_analytical_3mm_C,T_analytical_10mm_C,T_analytical_15mm_C,T_analytical_30mm_C,T_analytical_50mm_C,T_analytical_90mm_C,T_numerical_3mm_C,T_numerical_10mm_C,T_numerical_15mm_C,T_numerical_30mm_C,T_numerical_50mm_C,T_numerical_90mm_C
0.250277,0.40329588,0.37319665,1.94735108,2.13230210,6.31325002,6.45019271,0.00000000,-23.75115073,4264.000000,inf,conduction,674.977415,690.314625,690.887786,690.900000,690.900000,690.900000,675.615446,690.475910,690.893690,690.900000,690.900000,690.900000
0.499984,0.89849444,0.88494459,1.99890713,2.11391359,4.65675305,4.99061769,0.00000000,-23.54632593,4264.000000,inf,conduction,669.337672,687.643172,690.489813,690.899984,690.900000,690.900000,669.961317,688.219305,690.613358,690.899995,690.900000,690.900000
0.750261,1.39825859,1.40818764,1.99077794,2.08224686,3.91794753,4.49747419,0.00000000,-23.19359862,4264.000000,inf,conduction,666.096415,684.705796,689.458916,690.898601,690.900000,690.900000,666.598723,685.610689,689.810432,690.899379,690.900000,690.900000
0.999969,1.89275540,1.92821019,1.96865805,2.05155081,3.47631917,4.24586447,8.97052308,-1.85474476,4264.000000,inf,conduction,663.781859,682.082696,688.096574,690.886381,690.900000,690.900000,664.120140,683.207542,688.696398,690.892964,690.900000,690.900000
1.250245,2.38220922,2.44308866,1.94230633,2.02154542,3.17258991,4.07304028,9.23897506,-0.89216805,4264.000000,inf,conduction,661.942396,679.787126,686.621057,690.844917,690.899996,690.900000,662.100079,681.046290,687.450439,690.868911,690.899999,690.900000
1.499953,2.86381499,2.94827802,1.91501694,1.99250317,2.94765340,3.87408651,9.58109572,0.23211389,4264.000000,inf,conduction,660.400678,677.774898,685.146504,690.757804,690.899952,690.900000,660.584449,679.101786,686.172677,690.814927,690.899984,690.900000
1.750230,3.33969284,3.44591310,1.88789174,1.96415912,2.77144569,3.64813840,9.88812222,1.26647519,4264.000000,inf,conduction,656.514414,675.981609,683.712662,690.615808,690.899715,690.900000,656.831549,677.324489,684.901194,690.722664,690.899896,690.900000
1.999937,3.80780823,3.93357493,1.86155821,1.93677066,2.62893793,3.37296869,9.92449290,1.65667937,4264.000000,inf,conduction,651.771842,674.371395,682.343881,690.418052,690.898912,690.900000,650.705423,675.688962,683.660926,690.589420,690.899566,690.900000
2.250214,4.27050626,4.41429652,1.83609952,1.91008796,2.50996694,3.08962074,10.03124233,2.20375505,4264.000000,inf,conduction,647.157195,672.903193,681.038739,690.166820,690.896877,690.900000,644.929734,674.161552,682.453678,690.415092,690.898670,690.900000
2.499922,4.72592688,4.88602261,1.81169665,1.88435330,2.40899672,2.79929885,10.25512293,3.01443489,4264.000000,inf,conduction,642.687638,671.558067,679.802093,689.868807,690.892704,690.900000,639.438956,672.728959,681.286784,690.203087,690.896723,690.900000
2.750198,5.17639598,5.35180794,1.78823860,1.86316141,2.32145652,2.53537899,10.56384662,3.97310273,4264.000000,inf,conduction,638.337530,670.310134,678.624715,689.529068,690.885282,690.900000,634.254827,671.369118,680.154151,689.956058,690.893094,690.900000
2.999906,5.62011198,5.80977290,1.76580106,1.83855666,2.24486586,2.29657208,11.00141054,5.27135657,4264.000000,inf,conduction,634.120832,669.149712,677.507458,689.155514,690.873494,690.900000,629.384267,670.076004,679.059036,689.679039,690.887095,690.900000
3.250183,6.05933332,6.26288594,1.74423661,1.80772635,2.17677999,2.09833862,11.53546349,6.86480332,4264.000000,inf,conduction,630.012407,668.059335,676.440557,688.752354,690.856167,690.900000,624.823599,668.834528,677.994106,689.374595,690.877973,690.900000
3.499891,6.49228771,6.70953516,1.72359270,1.78459946,2.11594966,1.93709244,12.19020177,8.65492687,4264.000000,inf,conduction,626.025154,667.034223,675.424389,688.326668,690.832369,690.900000,620.589547,667.643541,676.961772,689.047644,690.865068,690.900000
3.750167,6.92115959,7.15290391,1.70372359,1.76703781,2.06090419,1.82040236,12.86481075,10.42957135,4264.000000,inf,conduction,622.135359,666.061774,674.450173,687.881088,690.801129,690.899998,616.675470,666.493900,675.954776,688.699877,690.847676,690.900000
3.999875,7.34419813,7.59261847,1.68466939,1.74806494,2.01096739,1.75339872,13.37040276,11.82432373,4264.000000,inf,conduction,618.355467,665.139905,673.518574,687.421542,690.761899,690.899996,613.083187,665.393794,674.974804,688.335668,690.825315,690.899999
4.250151,7.76351752,8.03442157,1.66629543,1.72633030,1.96517592,1.77189255,12.87797323,10.91381037,4264.000000,inf,conduction,614.663318,664.258999,672.621957,686.949251,690.713979,690.899990,609.538494,664.365427,674.014514,687.955802,690.797412,690.899998
4.499859,8.17738652,8.48711377,1.64864049,1.70509361,1.92314828,2.99478613,7.77079198,-0.80381124,4264.000000,inf,conduction,611.071080,663.418525,671.761368,686.469148,690.657234,690.899978,605.492019,663.493802,673.077423,687.564115,690.763715,690.899994
4.750136,8.58785512,8.90002389,1.63158239,1.68845991,1.88421139,2.32342691,8.73583034,1.64029322,4264.000000,inf,conduction,607.558060,662.610800,670.930173,685.981387,690.591195,690.899956,601.597463,662.440985,672.159348,687.160651,690.723779,690.899988
4.999844,8.99321151,9.30863420,1.61516014,1.67281311,1.84814670,1.92872820,9.85089072,4.42455537,4264.000000,inf,conduction,604.136193,661.836218,670.129732,685.490140,690.516082,690.899916,597.993633,661.396712,671.264518,686.748816,690.677578,690.899976
5.250120,9.39544757,9.71629047,1.59926324,1.65320895,1.81445962,1.69716453,11.04866494,7.44650232,4264.000000,inf,conduction,600.786110,661.088416,669.354229,684.994802,690.431582,690.899851,594.640901,660.452896,670.390114,686.328096,690.624767,690.899955
5.499828,9.79287109,10.12319338,1.58393110,1.63252915,1.78302663,1.57765080,12.15996335,10.27802020,4264.000000,inf,conduction,597.519515,660.368349,668.605254,684.498984,690.338194,690.899747,591.460001,657.009484,669.542942,685.901576,690.565511,690.899922
5.750105,10.18742132,10.53683839,1.56906351,1.61583657,1.75346941,1.58928584,12.10549404,10.33646029,4264.000000,inf,conduction,594.318221,658.455608,667.877648,684.001559,690.235681,690.899590,588.152461,652.380514,668.714433,685.468330,690.499524,690.899869
5.999812,10.57742585,10.95803961,1.55470009,1.60032611,1.72572216,2.48525891,7.55057028,-0.15229763,4264.000000,inf,conduction,591.193694,655.260323,667.173155,683.505727,690.124752,690.899361,584.774097,652.682858,667.868151,685.031211,690.427131,690.899790
6.250089,10.96477608,11.34247385,1.54074951,1.57916630,1.69948585,1.88773705,8.86418626,3.15812340,4264.000000,inf,conduction,588.128796,652.111982,666.487147,683.010008,690.005188,690.899038,581.621786,647.924686,667.029283,684.589001,690.348066,690.899676
6.499797,11.34781940,11.72584737,1.52725132,1.56152870,1.67473084,1.59071031,10.32966909,6.78478003,4264.000000,inf,conduction,585.134745,649.023854,665.821466,682.517297,689.877847,690.898595,578.658272,643.568281,666.211512,684.144381,690.262782,690.899514
6.750073,11.72840352,12.11323925,1.51412188,1.55077152,1.65121432,1.46512644,11.64822964,9.99090250,4264.000000,inf,conduction,582.195343,645.980753,665.171916,682.025880,689.742488,690.898001,575.726653,639.991066,665.427321,683.695907,690.171008,690.899293
6.999781,12.10489554,12.51347514,1.50140038,1.54143234,1.62892975,1.57033854,10.39018944,7.15028567,4264.000000,inf,conduction,579.321553,642.995349,664.540398,681.538427,689.600076,690.897227,572.698624,638.548700,664.753661,683.246121,690.073299,690.898997
7.250058,12.47910304,12.90216878,1.48900981,1.52809454,1.60767552,2.01991394,7.79396175,1.22196731,4264.000000,inf,conduction,576.498016,640.052850,663.923069,681.053070,689.450320,690.896233,569.801235,635.013199,663.957403,682.793425,689.969359,690.898610
7.499765,12.84941258,13.26785636,1.47698883,1.51353535,1.58746005,1.58542254,9.37761637,5.09093426,4264.000000,inf,conduction,573.735439,637.165432,663.321860,680.572305,689.294259,690.894986,567.060168,631.253311,663.135849,682.340295,689.859822,690.898113
7.750042,13.21759471,13.63826582,1.46526620,1.50036886,1.56811276,1.40610481,10.95870402,8.93837987,4264.000000,inf,conduction,571.019221,634.318738,662.733225,680.094172,689.131540,690.893438,564.342276,628.215156,662.325292,681.885040,689.744359,690.897484
7.999750,13.58205516,14.02177022,1.45387988,1.48231119,1.54965184,1.45259624,10.63861029,8.39028915,4264.000000,inf,conduction,568.359809,631.524518,662.159101,679.621028,688.963253,690.891554,561.583719,626.349889,661.583556,681.430014,689.623667,690.896706
8.250026,13.94453015,14.40016142,1.44276366,1.46937124,1.53193062,1.92224356,7.52997239,1.25816147,4264.000000,inf,conduction,565.743288,628.768866,661.596193,679.150861,688.788974,690.889282,558.942711,622.922639,661.123373,680.973371,689.497373,690.895750
8.499734,14.30344418,14.75245768,1.43195470,1.46454685,1.51497364,1.48927355,9.24195814,5.31907456,4264.000000,inf,conduction,563.179850,626.063154,661.046433,678.685917,688.609830,690.886586,556.403744,619.761108,660.370488,680.517453,689.366229,690.894597
8.750011,14.66050150,15.11194069,1.42139123,1.45186363,1.49865305,1.33554613,10.86511127,9.25959807,4264.000000,inf,conduction,560.656202,623.393922,660.506736,678.224159,688.425327,690.883408,553.848781,617.309180,657.346463,680.060515,689.229815,690.893216
8.999718,15.01414499,15.50000000,1.41110954,1.43745395,1.48299747,1.27533354,6.24528296,-1.39334051,4264.000000,inf,conduction,558.182286,620.772203,659.896033,677.767743,688.236614,690.879716,551.326326,614.868996,656.751267,679.604809,689.088926,690.891587
9.249995,15.36604900,15.84359293,1.40105178,1.42576807,1.46789414,1.64925575,7.91017335,2.63376662,4264.000000,inf,conduction,555.745376,618.184973,657.317420,677.314625,688.043130,690.875448,548.905784,611.795825,653.335336,679.148250,688.943093,690.889677
9.500272,15.71546569,16.18786452,1.39123128,1.41453777,1.45334171,1.34590580,9.74920344,7.06340093,4264.000000,inf,conduction,553.349770,615.637202,654.772278,676.865870,687.845584,690.870563,546.513457,609.234546,649.186195,678.692041,688.792805,690.887459
9.749979,16.06166731,16.54446302,1.38165984,1.40681331,1.43933717,1.30377951,10.69133469,9.35464992,4264.000000,inf,conduction,550.999460,613.133532,652.265759,676.422487,687.644713,690.865031,544.124755,607.039209,646.491620,678.237709,688.638583,690.884913
10.000256,16.40628676,16.90901399,1.37228469,1.39922627,1.42578537,1.83261212,7.00773196,0.81710090,4264.000000,inf,conduction,548.682483,610.661566,649.785908,675.982450,687.439861,690.858782,541.817476,604.181572,645.446984,677.783207,688.479888,690.882000
10.249964,16.74781089,17.24072410,1.36313983,1.38351239,1.41271932,1.37467526,8.87856770,5.37112274,4264.000000,inf,conduction,546.408182,608.231588,647.343449,675.547741,687.232205,690.851801,539.557283,601.683420,641.701188,677.330212,688.317601,690.878704
10.500240,17.08784696,17.58351856,1.35417545,1.37344047,1.40005318,1.24764675,10.51258486,9.30798882,4264.000000,inf,conduction,544.165056,605.831599,644.926700,675.116355,687.021034,690.844015,537.292038,599.503554,639.045435,676.877025,688.151136,690.874982
10.749948,17.42489858,17.94830505,1.34542462,1.36874388,1.38782040,1.97285897,6.45430327,-0.13875191,4264.000000,inf,conduction,541.962217,603.471613,642.546090,674.690219,686.807529,690.835418,535.098763,596.895201,637.754303,676.426587,687.981401,690.870824
11.000225,17.76054880,18.27132755,1.33684021,1.35672593,1.37594294,1.38919996,8.32011147,4.36233433,4264.000000,inf,conduction,539.788590,601.140007,640.190213,674.267353,686.590930,690.825933,532.942121,594.508354,634.368861,675.976086,687.807766,690.866183
11.249932,18.09331753,18.60323243,1.32845435,1.34482922,1.36445426,1.21694861,10.16442589,8.81176034,4264.000000,inf,conduction,537.653067,598.846542,637.869221,673.849636,686.372418,690.815566,530.795997,592.369229,631.965545,675.526835,687.631162,690.861055
11.500209,18.42476487,18.96441883,1.32022233,1.33878315,1.35328297,2.01635063,6.16149800,-0.49038456,4264.000000,inf,conduction,535.544968,596.579955,635.571986,673.435119,686.151187,690.804236,528.701867,589.917954,630.325356,675.078809,687.450920,690.855388
11.749917,18.75342656,19.27871747,1.31217539,1.33162075,1.34246226,1.36939253,8.06133800,4.03627373,4264.000000,inf,conduction,533.472969,594.349763,633.308401,673.025635,685.928421,690.791962,526.646896,587.672538,627.289564,674.633832,687.267991,690.849183
12.000193,19.08084089,19.60421533,1.30427102,1.32184598,1.33192645,1.18836540,9.95710414,8.58249509,4264.000000,inf,conduction,531.426761,592.145043,631.067612,672.619265,685.703274,690.778656,524.598423,585.568210,625.180727,674.187290,687.081669,690.842387
12.249901,19.40555904,19.95705785,1.29653957,1.30978299,1.32170825,1.92914059,6.10273459,-0.30490455,4264.000000,inf,conduction,529.414811,589.975084,628.859268,672.217801,685.476927,690.764351,522.605979,583.250593,623.197965,673.743839,686.892922,690.835006
12.500178,19.72909852,20.26584526,1.28894053,1.30385590,1.31174692,1.31677127,8.04714741,4.31232377,4264.000000,inf,conduction,527.427154,587.829285,626.672782,671.819360,685.248498,690.748955,520.633686,581.134238,620.506177,673.303067,686.701009,690.826984
12.749886,20.05002548,20.58615778,1.28150341,1.29837475,1.30207457,1.16076240,9.89741820,8.70423040,4264.000000,inf,conduction,525.472057,585.716713,624.517574,671.425694,685.019169,690.732514,518.684166,579.060878,618.685950,672.861821,686.506917,690.818335
13.000162,20.36983765,20.92950672,1.27418953,1.28581382,1.29263476,1.75258707,6.23875983,0.28047039,4264.000000,inf,conduction,523.539877,583.627075,622.383316,671.034952,684.788027,690.714930,516.775361,576.872666,616.389848,672.421030,686.309871,690.808997
13.249870,20.68711572,21.23273047,1.26702759,1.28121464,1.28345891,1.24097105,8.27026923,5.08677093,4264.000000,inf,conduction,521.638689,581.569228,620.279209,670.648851,684.556248,690.696264,514.887241,574.874774,614.050988,671.987273,686.110873,690.798992
13.500146,21.00333851,21.55305062,1.25998059,1.27320420,1.27449439,1.14722093,9.77651377,8.70160252,4264.000000,inf,conduction,519.759150,579.533170,618.195179,670.265575,684.322895,690.676412,513.022092,572.812423,612.354888,671.549194,685.909118,690.788256
13.749854,21.31710085,21.88176419,1.25307641,1.26234868,1.26577185,1.53803118,6.57838552,1.33679052,4264.000000,inf,conduction,517.909150,577.527553,616.140217,669.886805,684.089141,690.655448,511.195725,570.776804,609.920352,671.113398,685.705622,690.776817
14.000131,21.62986347,22.18294912,1.24627964,1.26050837,1.25724203,1.16322581,8.68280406,6.28301609,4264.000000,inf,conduction,516.079630,575.542655,614.104494,669.510759,683.854025,690.633262,509.378949,568.848645,607.909912,670.685881,685.499552,690.764605
14.249839,21.94023493,22.51010068,1.23961738,1.25345585,1.24893478,1.22748259,8.25333625,5.35633445,4264.000000,inf,conduction,514.278300,573.586933,612.096802,669.139088,683.618716,690.609943,507.599757,566.836728,606.020990,670.251364,685.291937,690.751661
14.500115,22.24965864,22.81727306,1.23305567,1.24334684,1.24080385,1.34052143,7.10890955,2.79022298,4264.000000,inf,conduction,512.496369,571.650927,610.107546,668.770040,683.382235,690.585373,505.838585,564.928035,603.787973,669.819852,685.081919,690.737907
14.749823,22.55675652,23.11776296,1.22662085,1.23739691,1.23287829,1.10303885,9.20927784,7.77274432,4264.000000,inf,conduction,510.741373,569.742907,608.145328,668.405236,683.145743,690.559656,504.100342,563.033724,602.021641,669.402507,684.870537,690.723393
15.000100,22.86295531,23.44926156,1.22028031,1.23201007,1.22511453,1.75250197,5.76414689,-0.23113100,4264.000000,inf,conduction,509.004774,567.853665,606.200781,668.042957,682.908248,690.532667,502.389016,561.117548,599.910450,668.966290,684.656910,690.708037
15.249807,23.16688996,23.73661169,1.21405968,1.22366232,1.21754081,1.18242382,7.84652134,4.73598160,4264.000000,inf,conduction,507.293943,565.991291,604.282324,667.684795,682.670906,690.504523,500.696341,559.299058,597.983048,668.544013,684.442087,690.691897
15.500084,23.46997119,24.04392489,1.20792757,1.21810979,1.21011598,1.09565340,9.30559796,8.21303113,4264.000000,inf,conduction,505.600577,564.146817,602.380807,667.329063,682.432709,690.475091,499.026260,557.428721,596.179496,668.134649,684.225166,690.674886
15.749792,23.77084661,24.35466519,1.20190896,1.21363553,1.20286749,1.38641904,6.53696683,1.78244636,4264.000000,inf,conduction,503.931888,562.328157,600.504474,666.977324,682.194809,690.444502,497.380665,555.634005,594.139631,667.695994,684.007207,690.657071
16.000068,24.07091154,24.64435721,1.19597361,1.20343403,1.19575637,1.08035263,8.70903767,6.98015607,4264.000000,inf,conduction,502.279800,560.526571,598.644387,666.627921,681.956188,690.412617,495.748995,553.846171,592.408789,667.288097,683.787286,690.638359
16.249776,24.36882590,24.96904979,1.19014582,1.19883046,1.18880929,1.80168111,5.43640855,-0.62867584,4264.000000,inf,conduction,500.651367,558.749808,596.808620,666.282392,681.717990,690.379578,494.146414,552.062570,590.455043,666.873067,683.566471,690.618826
16.500053,24.66597018,25.24783141,1.18439645,1.19132430,1.18198926,1.16213558,7.51652533,4.32377803,4264.000000,inf,conduction,499.038731,556.989345,594.988437,665.939110,681.479188,690.345238,492.554725,550.336646,588.663646,666.440322,683.343822,690.598375
16.749760,24.96101627,25.54567977,1.17874916,1.18521316,1.17532219,1.06168980,9.09258517,8.08086757,4264.000000,inf,conduction,497.448794,555.252769,593.191749,665.599585,681.240922,690.309754,490.990024,548.588221,586.888257,666.065261,683.120411,690.577090
17.000037,25.25533036,25.84905563,1.17317584,1.18236402,1.16877290,1.33340189,6.41678461,1.84946586,4264.000000,inf,conduction,495.873901,553.531765,591.410017,665.262222,681.002158,690.272968,489.438712,546.897069,585.038535,665.619557,682.895288,690.554867
17.249745,25.54759601,26.13113489,1.16769953,1.17376524,1.16236656,1.04371599,8.61769715,7.09683185,4264.000000,inf,conduction,494.320811,551.833766,589.650993,664.928504,680.764027,690.235052,487.909134,545.204694,583.367226,665.209757,682.669528,690.531800
17.500021,25.83916561,26.44627513,1.16229306,1.17099709,1.15606963,1.64117841,5.48248739,-0.21079241,4264.000000,inf,conduction,492.782063,550.150654,587.906327,664.596864,680.525491,690.195838,486.396168,543.535592,581.529385,664.831254,682.442161,690.507778
17.749729,26.12873409,26.71817701,1.15697889,1.16526350,1.14990659,1.09567186,7.63769639,4.89768263,4264.000000,inf,conduction,491.264276,548.489712,586.183620,664.268763,680.287675,690.155510,484.901250,541.897762,579.871536,664.378914,682.214280,690.482906
18.000006,26.41764046,27.01748782,1.15173076,1.15599666,1.14384539,1.08213691,8.22992926,6.38711890,4264.000000,inf,conduction,489.760173,546.843013,584.474702,663.942660,680.049537,690.113893,483.423614,540.254156,578.119057,664.053245,681.984888,690.457066
18.250282,26.70524293,27.30349298,1.14655889,1.15197788,1.13789642,1.20361568,6.69276559,2.83390651,4264.000000,inf,conduction,488.272878,545.214012,582.783203,663.619260,679.811656,690.071083,481.959965,538.654928,576.444371,663.586816,681.754568,690.430310
18.499990,26.99091107,27.58384869,1.14147288,1.14571184,1.13206924,1.00706038,8.77981229,7.78876762,4264.000000,inf,conduction,486.805373,543.606012,581.112601,663.299247,679.574606,690.027192,480.518361,537.050409,574.790972,663.166672,681.523886,690.402698
18.750267,27.27596466,27.88423706,1.13644771,1.14163358,1.12633385,1.37688917,5.87621132,1.03785358,4264.000000,inf,conduction,485.350641,542.011358,579.454987,662.981118,679.337340,689.982029,479.088529,535.483313,573.106527,662.832511,681.291836,690.374102
18.999974,27.55912586,28.15378646,1.13150446,1.13785418,1.12071305,1.01634271,8.11654868,6.32381784,4264.000000,inf,conduction,483.914975,540.436977,577.817604,662.666278,679.100968,689.935808,477.677974,533.919909,571.517788,662.347652,681.059535,690.344651
19.250251,27.84170214,28.46046622,1.12661890,1.13019760,1.11517810,1.64807489,5.18119635,-0.46155731,4264.000000,inf,conduction,482.491522,538.875385,576.192707,662.353251,678.864442,689.888329,476.280462,532.379580,569.850525,662.111291,680.825942,690.314208
19.499959,28.12242604,28.72200784,1.12181159,1.12625777,1.10975116,1.06077881,7.34749858,4.65290295,4264.000000,inf,conduction,481.086451,537.333377,574.587405,662.043421,678.628864,689.839819,474.900038,530.856640,568.295219,661.582776,680.592190,690.282910
19.750235,28.40259314,29.01334615,1.11705904,1.12257918,1.10440464,1.06002549,7.73954835,5.61153275,4264.000000,inf,conduction,479.693066,535.803633,572.994111,661.735335,678.393187,689.790069,473.533110,529.342630,566.669906,661.164081,680.357234,690.250616
19.999943,28.68094612,29.28688560,1.11238132,1.11833468,1.09916009,1.13462284,6.63438729,3.07200550,4264.000000,inf,conduction,478.317416,534.292819,571.419805,661.430356,678.158505,689.739316,472.182092,527.856132,565.132873,660.859287,680.122184,690.217472
20.250220,28.95876897,29.56197567,1.10775562,1.11455861,1.09399098,0.97638100,8.58347045,7.67620590,4264.000000,inf,conduction,476.952957,532.793771,569.857054,661.127057,677.923772,689.687341,470.844119,526.370354,563.558536,660.335887,679.886031,690.183328
20.499927,29.23481430,29.84770831,1.10320153,1.10755072,1.08891830,1.23874931,6.00831815,1.72671070,4264.000000,inf,conduction,475.605621,531.313032,568.312709,660.826778,677.690076,689.634394,469.521686,524.916062,562.034856,660.249169,679.649835,690.148339
20.750204,29.51035488,30.11284009,1.09869691,1.10363434,1.08391651,0.96581154,8.23918459,6.99203254,4264.000000,inf,conduction,474.269009,529.843590,566.779488,660.528118,677.456371,689.580245,468.211313,523.460201,560.510059,657.990622,679.412626,690.112349
20.999912,29.78415298,30.40413073,1.09426090,1.09665045,1.07900603,1.37774613,5.46875586,0.58519435,4264.000000,inf,conduction,472.948942,528.391866,565.264118,660.232396,677.223738,689.525154,466.916499,522.034826,559.000782,658.314864,679.175439,690.075521
21.250188,30.05747046,30.66183316,1.08987197,1.09263961,1.07416225,0.97760091,7.72198058,5.90390151,4264.000000,inf,conduction,471.639158,526.950994,563.759459,659.675392,676.991136,689.468884,465.632624,520.609462,557.518105,654.654548,678.937293,690.037692
21.499896,30.32907906,30.95598332,1.08554883,1.08730758,1.06940507,1.55979264,5.00704202,-0.39145272,4264.000000,inf,conduction,470.345369,525.527278,562.272122,658.144319,676.759635,689.411704,464.364383,519.210823,556.028406,655.161014,678.699270,689.999034
21.750173,30.60023000,31.20766106,1.08127055,1.08400092,1.06471073,1.00307455,7.20448511,4.78884500,4264.000000,inf,conduction,469.061446,524.113992,560.795104,656.620859,676.528198,689.353367,463.106068,517.815436,554.580096,651.808535,678.460297,689.959376
21.999881,30.86970429,31.50000000,1.07705540,1.08010013,1.06009861,0.66542487,4.66345429,-1.11539266,4264.000000,inf,conduction,467.792998,522.717327,559.334900,655.111829,676.297890,689.294153,461.863346,516.442311,553.114976,652.072096,678.221572,689.918900
22.250157,31.13874283,31.74974882,1.07288302,1.07450255,1.05554579,1.03834967,6.73262994,3.79019267,4264.000000,inf,conduction,466.534023,521.330693,557.884642,653.610249,676.067674,689.233806,460.629746,515.075713,551.695476,648.925017,677.981890,689.877427
22.499865,31.40613564,32.02290226,1.06877126,1.07069651,1.05107114,0.97497115,7.87546376,6.50757180,4264.000000,inf,conduction,465.290028,519.960170,556.450713,652.122836,675.838609,689.172614,459.411530,513.727460,550.257783,647.599587,677.742570,689.835147
22.750141,31.67311359,32.28781475,1.06470033,1.06499812,1.04665250,1.08081717,6.31772259,2.92490326,4264.000000,inf,conduction,464.055133,518.599298,555.026372,650.642708,675.609662,689.110313,458.201840,512.388241,548.863682,646.028858,677.502312,689.791873
22.999849,31.93847554,32.55113547,1.06068767,1.06118250,1.04230826,0.93316391,8.20467637,7.38412035,4264.000000,inf,conduction,462.834747,517.254051,553.617895,649.176487,675.381885,689.047200,457.007187,511.064427,547.454342,644.311618,677.262476,689.747806
23.250126,32.20344257,32.82172317,1.05671398,1.05654193,1.03801700,1.12821141,5.95973278,2.18116227,4264.000000,inf,conduction,461.623110,515.918095,552.218668,647.717386,675.154249,688.983003,455.820622,509.751210,546.083710,643.135463,677.021783,689.702750
23.499834,32.46682216,33.07797914,1.05279635,1.05310866,1.03379665,0.91681483,8.10786645,7.24745373,4264.000000,inf,conduction,460.425533,514.597300,550.834858,646.271932,674.927798,688.918028,454.648660,508.451411,544.702428,641.301261,676.781492,689.656914
23.750110,32.72982590,33.35141768,1.04891598,1.04926307,1.02962645,1.17820515,5.65492639,1.54879164,4264.000000,inf,conduction,459.236371,513.285453,549.459974,644.833435,674.701508,688.851994,453.484453,507.162959,543.354220,640.255056,676.540497,689.610095
23.999818,32.99126970,33.60211587,1.04508956,1.04638014,1.02552390,0.90979328,7.90305926,6.84301702,4264.000000,inf,conduction,458.060842,511.988324,548.100081,643.408329,674.476415,688.785215,452.334377,505.886678,542.000035,638.402508,676.299813,689.562511
24.250095,33.25235586,33.87689175,1.04129877,1.04330015,1.02146889,1.22825525,5.39860161,1.01524207,4264.000000,inf,conduction,456.893411,510.699818,546.748803,641.990016,674.251501,688.717401,451.191783,504.621909,540.673711,637.394796,676.058632,689.513951
24.499802,33.51190856,34.12301128,1.03755995,1.04049129,1.01747848,0.90709644,7.68033112,6.38728076,4264.000000,inf,conduction,455.739206,509.425606,545.412107,640.584842,674.027794,688.648875,450.062842,503.368580,539.345377,635.569183,675.817629,689.464640
24.750079,33.77112103,34.39816848,1.03385523,1.03787988,1.01353318,1.27554037,5.18618556,0.57842341,4264.000000,inf,conduction,454.592798,508.159706,544.083730,639.186300,673.804282,688.579340,448.941142,502.126549,538.040635,634.559856,675.576350,689.414361
24.999787,34.02882557,34.64041737,1.03020062,1.03259803,1.00964964,0.90622185,7.47271824,5.98925067,4264.000000,inf,conduction,453.459229,506.907697,542.769543,637.800647,673.581984,688.509127,447.832632,500.895554,536.736857,632.785042,675.335118,689.363347
25.250063,34.28620657,34.91529243,1.02657865,1.02935225,1.00580894,1.31707588,5.01358380,0.26940857,4264.000000,inf,conduction,452.333169,505.663704,541.463392,636.421468,673.359893,688.437928,446.731135,499.675427,535.453465,631.754110,675.093800,689.311373
25.499771,34.54210423,35.15422012,1.02300502,1.02497345,1.00202734,0.90558185,7.29342632,5.65451751,4264.000000,inf,conduction,451.219578,504.433214,540.171053,635.054932,673.139022,688.366083,445.642390,498.466123,534.173033,630.043731,674.852450,689.258681
25.750048,34.79769433,35.42832137,1.01946267,1.02149560,0.99828646,1.34991524,4.87731532,0.03796361,4264.000000,inf,conduction,450.113225,503.210458,538.886479,633.694715,672.918370,688.293279,444.560438,497.267146,532.910723,628.980502,674.611127,689.205038
25.999755,35.05182484,35.66438166,1.01596697,1.01739179,0.99460219,0.90411768,7.14750617,5.39741826,4264.000000,inf,conduction,449.018986,502.000834,537.615357,632.346900,672.698943,688.219860,443.490826,496.078890,531.652563,627.342744,674.369779,689.150693
26.250032,35.30566311,35.93732366,1.01250127,1.01380706,0.99095666,1.37148055,4.77449253,-0.11706895,4264.000000,inf,conduction,447.931725,500.798676,536.351741,631.005249,672.479743,688.145506,442.427789,494.900366,530.410995,626.241328,674.128469,689.095406
26.499740,35.55806470,36.17091046,1.00908062,1.00989005,0.98736541,0.90113476,7.03643024,5.22098721,4264.000000,inf,conduction,446.856240,499.609295,535.101228,629.675765,672.261770,688.070569,441.376708,493.732526,529.174175,624.681070,673.887246,689.039435
26.750016,35.81018874,36.44237524,1.00568875,1.00625722,0.98381105,1.37990550,4.70278603,-0.20081376,4264.000000,inf,conduction,445.787487,498.427123,533.857974,628.352294,672.044033,687.994722,440.331989,492.573805,527.952935,623.538400,673.645957,688.982533
26.999724,36.06089825,36.67384560,1.00234042,1.00250150,0.98030877,0.89623700,6.96004650,5.12449799,4264.000000,inf,conduction,444.730185,497.257387,532.627488,627.040758,671.827524,687.918323,439.298862,491.425771,526.736657,622.058193,673.404978,688.924963
