time_s,s_analytical_mm,s_numerical_mm,v_analytical_mm_s,v_numerical_mm_s,G_L_analytical_K_mm,G_L_numerical_K_mm,G_S_numerical_K_mm,G_L_from_Stefan_balance_K_mm,h_bar_W_m2K,h_i_W_m2K,liquid_model,T_analytical_3mm_C,T_analytical_10mm_C,T_analytical_15mm_C,T_analytical_30mm_C,T_analytical_50mm_C,T_analytical_90mm_C,T_numerical_3mm_C,T_numerical_10mm_C,T_numerical_15mm_C,T_numerical_30mm_C,T_numerical_50mm_C,T_numerical_90mm_C
153.999733,119.11534113,119.25548596,0.48766991,0.48587607,0.48516899,0.45904343,2.94482976,1.48079784,4264.000000,inf,conduction,253.717078,283.548737,304.560156,365.905779,443.129271,578.791840,252.558346,282.250694,303.172806,364.307981,441.402912,577.391954
154.250009,119.23734839,119.38357692,0.48730966,0.48562259,0.48483361,0.56918084,2.40851092,0.22828161,4264.000000,inf,conduction,253.562967,283.375094,304.373180,365.682284,442.866308,578.485487,252.406741,282.079843,302.988792,364.087773,441.143188,577.087726
154.499717,119.35898861,119.50581789,0.48695103,0.48355538,0.48449973,0.44872361,3.26942118,2.26640536,4264.000000,inf,conduction,253.409522,283.202201,304.187009,365.459742,442.604443,578.180328,252.255789,281.909726,302.805568,363.868502,440.884548,576.782123
154.749994,119.48081615,119.61562940,0.48659239,0.48242621,0.48416582,0.40744567,3.61047745,3.07727949,4264.000000,inf,conduction,253.256044,283.029269,304.000794,365.237137,442.342481,577.874971,252.104801,281.739569,302.622297,363.649166,440.625810,576.477055
155.000270,119.60255403,119.73866588,0.48623454,0.48416557,0.48383266,0.44846701,3.01319912,1.65988005,4264.000000,inf,conduction,253.102880,282.856690,303.814959,365.014977,442.081017,577.570109,251.954121,281.569756,302.439397,363.430265,440.367562,576.175453
155.249978,119.72392608,119.86566444,0.48587831,0.48389923,0.48350098,0.54669097,2.46995158,0.39128938,4264.000000,inf,conduction,252.950378,282.684855,303.629922,364.793761,441.820643,577.266434,251.804088,281.400673,302.257281,363.212294,440.110390,575.874406
155.500255,119.84548545,119.99542217,0.48552206,0.48178356,0.48316928,0.77115630,2.00873431,-0.66469729,4264.000000,inf,conduction,252.797841,282.512979,303.444840,364.572482,441.560170,576.962560,251.654019,281.231547,302.075118,362.994257,439.853120,575.570563
155.749962,119.96667979,120.09845215,0.48516740,0.48097779,0.48283906,0.40407392,3.67827776,3.25211047,4264.000000,inf,conduction,252.645960,282.341843,303.260553,364.352144,441.300781,576.659867,251.504594,281.063147,301.893734,362.777144,439.596919,575.267864
156.000239,120.08806143,120.22017065,0.48481273,0.48203389,0.48250882,0.43810481,3.09069452,1.86501463,4264.000000,inf,conduction,252.494045,282.170665,303.076219,364.131741,441.041293,576.356975,251.355132,280.894703,301.712302,362.559965,439.340618,574.967619
156.249947,120.20907883,120.34630260,0.48445964,0.48187857,0.48218004,0.52502619,2.53864786,0.57459146,4264.000000,inf,conduction,252.342783,282.000223,302.892676,363.912274,440.782883,576.055259,251.206310,280.726980,301.531645,362.343706,439.085382,574.668883
156.500223,120.33028353,120.47533925,0.48410653,0.47980125,0.48185124,0.71939245,2.06811133,-0.50363552,4264.000000,inf,conduction,252.191484,281.829739,302.709086,363.692741,440.524374,575.753345,251.057451,280.559213,301.350939,362.127380,438.830046,574.367543
156.749931,120.45112479,120.58016485,0.48375501,0.47880038,0.48152390,0.40178405,3.74262372,3.42697601,4264.000000,inf,conduction,252.040836,281.659986,302.526282,363.474138,440.266937,575.452601,250.909229,280.392164,301.171005,361.911968,438.575768,574.066675
157.000208,120.57215333,120.70033202,0.48340345,0.47988855,0.48119653,0.42831525,3.17596115,2.08849109,4264.000000,inf,conduction,251.890151,281.490190,302.343430,363.255470,440.009400,575.151658,250.760968,280.225069,300.991021,361.696488,438.321389,573.767728
157.249915,120.69281922,120.82552211,0.48305347,0.48006295,0.48087061,0.50441235,2.61494874,0.77340957,4264.000000,inf,conduction,251.740113,281.321122,302.161360,363.037727,439.752930,574.851883,250.613341,280.058688,300.811804,361.481918,438.068064,573.471084
157.500192,120.81367238,120.95379979,0.48270346,0.47817305,0.48054466,0.67211760,2.13399079,-0.33129796,4264.000000,inf,conduction,251.590036,281.152010,301.979241,362.819917,439.496359,574.551907,250.465675,279.892262,300.632536,361.267280,437.814637,573.172253
157.749900,120.93416366,121.06092617,0.48235501,0.47704606,0.48022016,0.40114923,3.79268902,3.56370271,4264.000000,inf,conduction,251.440603,280.983622,301.797900,362.603028,439.240851,574.253093,250.318639,279.726546,300.454031,361.053547,437.562259,572.873370
158.000176,121.05484221,121.17920213,0.48200654,0.47834872,0.47989562,0.41929122,3.26869775,2.32270770,4264.000000,inf,conduction,251.291132,280.815189,301.616510,362.386070,438.985239,573.954079,250.171564,279.560783,300.275476,360.839744,437.309778,572.575741
158.249884,121.17515965,121.30335648,0.48165961,0.47930656,0.47957252,0.48502907,2.69922066,0.97908674,4264.000000,inf,conduction,251.142300,280.647476,301.435893,362.170030,438.730686,573.656223,250.025115,279.395726,300.097679,360.626841,437.058340,572.280951
158.500161,121.29566434,121.43083080,0.48131265,0.47785312,0.47924938,0.62920045,2.20676259,-0.15740038,4264.000000,inf,conduction,250.993429,280.479718,301.255226,361.953919,438.476029,573.358166,249.878626,279.230622,299.919830,360.413868,436.806799,571.984587
158.749868,121.41580871,121.54100226,0.48096724,0.47663927,0.47892767,0.40336606,3.80259047,3.59140976,4264.000000,inf,conduction,250.845195,280.312676,301.075329,361.738721,438.222424,573.061262,249.732761,279.066220,299.742736,360.201792,436.556296,571.687822
159.000145,121.53614030,121.65684530,0.48062179,0.47701994,0.47860592,0.41123893,3.36809318,2.57015951,4264.000000,inf,conduction,250.696921,280.145588,300.895380,361.523453,437.968715,572.764158,249.586854,278.901771,299.565590,359.989643,436.305689,571.391606
159.249853,121.65611235,121.77984329,0.48027788,0.47800338,0.47828560,0.46702141,2.79182043,1.21034697,4264.000000,inf,conduction,250.549280,279.979212,300.716197,361.309091,437.716053,572.468201,249.441569,278.738020,299.389194,359.778387,436.056115,571.098443
159.500129,121.77627160,121.90646121,0.47993393,0.47742961,0.47796523,0.59043958,2.28686340,0.03480572,4264.000000,inf,conduction,250.401598,279.812789,300.536963,361.094659,437.463286,572.172044,249.296241,278.574221,299.212745,359.567058,435.806436,570.804444
159.749837,121.89607206,122.02094554,0.47959151,0.47613134,0.47764628,0.41220737,3.69040306,3.33447501,4264.000000,inf,conduction,250.254547,279.647075,300.358489,360.881129,437.211562,571.877030,249.151530,278.411117,299.037043,359.356616,435.557785,570.509905
160.000114,122.01605972,122.13334432,0.47924905,0.47618003,0.47732728,0.40439768,3.47234231,2.82352668,4264.000000,inf,conduction,250.107454,279.481314,300.179964,360.667528,436.959731,571.581815,249.006777,278.247964,298.861287,359.146100,435.309028,570.215249
160.249822,122.13568935,122.25502555,0.47890811,0.47678073,0.47700969,0.45051109,2.89304889,1.46090710,4264.000000,inf,conduction,249.960987,279.316257,300.002195,360.454824,436.708938,571.287740,248.862638,278.085502,298.686274,358.936468,435.061294,569.923533
160.500098,122.25550615,122.38072233,0.47856712,0.47615351,0.47669205,0.55559932,2.37477443,0.25478953,4264.000000,inf,conduction,249.814479,279.151152,299.824374,360.242048,436.458037,570.993462,248.718456,277.922990,298.511207,358.726761,434.813454,569.631742
160.749806,122.37496568,122.50271845,0.47822765,0.47487895,0.47637581,0.46316072,2.89390253,1.48408864,4264.000000,inf,conduction,249.668593,278.986748,299.647306,360.030165,436.208170,570.700320,248.574885,277.761166,298.336878,358.517933,434.566633,569.339496
161.000082,122.49461236,122.60881178,0.47788813,0.47459655,0.47605952,0.39907932,3.57760914,3.08755838,4264.000000,inf,conduction,249.522666,278.822296,299.470184,359.818208,435.958194,570.406975,248.431270,277.599291,298.162494,358.309030,434.319704,569.046568
161.249790,122.61390252,122.72895371,0.47755011,0.47483493,0.47574463,0.43560864,3.00306518,1.74009150,4264.000000,inf,conduction,249.377358,278.658541,299.293811,359.607141,435.709246,570.114761,248.288263,277.438101,297.988846,358.101000,434.073788,568.756201
161.500067,122.73337981,122.85364847,0.47721205,0.47431236,0.47542968,0.52443555,2.47101427,0.50056236,4264.000000,inf,conduction,249.232007,278.494736,299.117384,359.395999,435.460190,569.822345,248.145211,277.276859,297.815141,357.892895,433.827764,568.466414
161.749775,122.85250133,122.98050993,0.47687548,0.47324932,0.47511612,0.72059707,2.01944808,-0.54455931,4264.000000,inf,conduction,249.087273,278.331625,298.941703,359.185741,435.212156,569.531054,248.002764,277.116298,297.642168,357.685660,433.582749,568.176475
162.000051,122.97180996,123.08341353,0.47653887,0.47274698,0.47480250,0.39576556,3.67551192,3.33731742,4264.000000,inf,conduction,248.942495,278.168464,298.765966,358.975409,434.964013,569.239561,247.860272,276.955686,297.469138,357.478348,433.337624,567.885438
162.249759,123.09076356,123.20168916,0.47620373,0.47250566,0.47449026,0.42242915,3.12172013,2.04376746,4264.000000,inf,conduction,248.798331,278.005993,298.590971,358.765956,434.716888,568.949189,247.718381,276.795750,297.296836,357.271901,433.093504,567.596424
162.500036,123.20990425,123.32527813,0.47586855,0.47233679,0.47417796,0.49671519,2.57612014,0.76858476,4264.000000,inf,conduction,248.654122,277.843472,298.415920,358.556428,434.469653,568.658615,247.576445,276.635762,297.124477,357.065377,432.849273,567.308414
162.749743,123.32869064,123.45128003,0.47553484,0.47186993,0.47386703,0.65745397,2.10975478,-0.31781752,4264.000000,inf,conduction,248.510524,277.681637,298.241607,358.347775,434.223430,568.369157,247.435108,276.476448,296.952842,356.859713,432.606043,567.020737
163.000020,123.44766410,123.55742273,0.47520109,0.47113069,0.47355605,0.39539609,3.74580980,3.51986421,4264.000000,inf,conduction,248.366881,277.519750,298.067237,358.139045,433.977097,568.079497,247.293724,276.317080,296.781148,356.653972,432.362701,566.731726
163.249728,123.56628400,123.67330951,0.47486880,0.47096038,0.47324643,0.41111118,3.24823268,2.35710275,4264.000000,inf,conduction,248.223844,277.358546,297.893601,357.931187,433.731772,567.790949,247.152935,276.158383,296.610175,356.449087,432.120354,566.444157
163.500004,123.68509094,123.79565532,0.47453646,0.47082478,0.47293675,0.47222960,2.69061198,1.05341299,4264.000000,inf,conduction,248.080763,277.197291,297.719908,357.723251,433.486336,567.502198,247.012100,275.999632,296.439143,356.244124,431.877895,566.157715
163.750281,123.80381479,123.92102390,0.47420482,0.47123109,0.47262771,0.60456561,2.20727055,-0.08245042,4264.000000,inf,conduction,247.937961,277.036349,297.546552,357.515711,433.241346,567.213900,246.871538,275.841188,296.268440,356.039548,431.635877,565.871539
163.999989,123.92218618,124.03138425,0.47387464,0.47035959,0.47232003,0.40064846,3.72683922,3.48404959,4264.000000,inf,conduction,247.795762,276.876086,297.373924,357.309035,432.997358,566.926709,246.731567,275.683409,296.098453,355.835822,431.394847,565.585301
164.250265,124.04074457,124.14418679,0.47354440,0.47076498,0.47201228,0.40190975,3.37921554,2.66586544,4264.000000,inf,conduction,247.653516,276.715769,297.201238,357.102281,432.753257,566.639314,246.591548,275.525576,295.928406,355.632016,431.153704,565.298675
164.499973,124.15895122,124.26483166,0.47321561,0.47100115,0.47170588,0.45080580,2.81492074,1.34241295,4264.000000,inf,conduction,247.511870,276.556127,297.029277,356.896387,432.510152,566.353020,246.452118,275.368404,295.759070,355.429057,430.913543,565.014304
164.750250,124.27734484,124.38920052,0.47288676,0.47015690,0.47139941,0.55926067,2.31463251,0.18081247,4264.000000,inf,conduction,247.370177,276.396431,296.857257,356.690414,432.266934,566.066523,246.312639,275.211178,295.589673,355.226017,430.673270,564.730118
164.999957,124.39538744,124.50699409,0.47255935,0.46937967,0.47109428,0.42983814,3.26069715,2.40388487,4264.000000,inf,conduction,247.229080,276.237406,296.685958,356.485297,432.024707,565.781123,246.173744,275.054609,295.420985,355.023818,430.433975,564.446036
165.250234,124.51361699,124.61392554,0.47223188,0.46944806,0.47078909,0.39498542,3.51237141,2.99220682,4264.000000,inf,conduction,247.087935,276.078326,296.514599,356.280100,431.782367,565.495520,246.034802,274.897985,295.252235,354.821539,430.194566,564.161170
165.499942,124.63149624,124.73287036,0.47190584,0.46908830,0.47048522,0.43232000,2.94924030,1.67811601,4264.000000,inf,conduction,246.947384,275.919914,296.343958,356.075755,431.541014,565.211009,245.896441,274.742016,295.084190,354.620097,429.956130,563.878168
165.750218,124.74956240,124.85613986,0.47157975,0.46833637,0.47018128,0.52076487,2.43155824,0.47477423,4264.000000,inf,conduction,246.806785,275.761448,296.173257,355.871330,431.299546,564.926294,245.758030,274.585990,294.916083,354.418574,429.717581,563.595770
165.999926,124.86727898,124.98148521,0.47125507,0.46794833,0.46987866,0.71444941,1.99176478,-0.55031020,4264.000000,inf,conduction,246.666776,275.603645,296.003269,355.667752,431.059061,564.642668,245.620199,274.430616,294.748676,354.217883,429.480001,563.313823
166.250203,124.98518244,125.08302866,0.47093033,0.46777193,0.46957598,0.39100248,3.63446473,3.29665564,4264.000000,inf,conduction,246.526719,275.445787,295.833221,355.464093,430.818461,564.358838,245.482318,274.275185,294.581208,354.017111,429.242305,563.030858
166.499910,125.10273702,125.19985151,0.47060701,0.46627877,0.46927461,0.41671081,3.09323864,2.04646169,4264.000000,inf,conduction,246.387249,275.288589,295.663882,355.261277,430.578838,564.076092,245.345014,274.120403,294.414436,353.817168,429.005574,562.749278
166.750187,125.22047845,125.32188873,0.47028362,0.46613603,0.46897317,0.48807104,2.55874495,0.79698394,4264.000000,inf,conduction,246.247730,275.131336,295.494482,355.058380,430.339099,563.793142,245.207658,273.965563,294.247602,353.617142,428.768728,562.468468
166.999895,125.33787172,125.44629518,0.46996164,0.46724222,0.46867304,0.64072966,2.10087384,-0.28705787,4264.000000,inf,conduction,246.108795,274.974739,295.325789,354.856322,430.100334,563.511272,245.070877,273.811369,294.081461,353.417941,428.532841,562.188567
167.250171,125.45545180,125.55191113,0.46963960,0.46674066,0.46837283,0.39135506,3.71268584,3.49123163,4264.000000,inf,conduction,245.969810,274.818087,295.157034,354.654181,429.861452,563.229198,244.934044,273.657116,293.915257,353.218657,428.296839,561.907602
167.499879,125.57268441,125.66588188,0.46931895,0.46611462,0.46807393,0.40400442,3.24543607,2.40453248,4264.000000,inf,conduction,245.831407,274.662088,294.988982,354.452876,429.623539,562.948199,244.797782,273.503505,293.749743,353.020193,428.061792,561.627573
167.750156,125.69010381,125.78650264,0.46899824,0.46578154,0.46777495,0.46041580,2.69682035,1.12412004,4264.000000,inf,conduction,245.692954,274.506032,294.820867,354.251487,429.385509,562.666996,244.661468,273.349836,293.584165,352.821646,427.826628,561.348204
167.999863,125.80717643,125.90989077,0.46867892,0.46572404,0.46747726,0.58142151,2.21962060,0.00779848,4264.000000,inf,conduction,245.555079,274.350627,294.653452,354.050929,429.148443,562.386865,244.525722,273.196806,293.419274,352.623916,427.592415,561.070200
168.250140,125.92443581,126.02156589,0.46835953,0.46520261,0.46717950,0.40169252,3.61699239,3.28437785,4264.000000,inf,conduction,245.417154,274.195164,294.485973,353.850288,428.911260,562.106528,244.389924,273.043716,293.254318,352.426101,427.358085,560.791277
168.499848,126.04134911,126.13111456,0.46804153,0.46562348,0.46688302,0.39437035,3.40175318,2.77588815,4264.000000,inf,conduction,245.279804,274.040349,294.319190,353.650474,428.675036,561.827260,244.254691,272.891262,293.090046,352.229099,427.124702,560.512951
168.750124,126.15844913,126.25005037,0.46772345,0.46511540,0.46658647,0.43723935,2.84618368,1.48114862,4264.000000,inf,conduction,245.142403,273.885475,294.152344,353.450575,428.438694,561.547786,244.119405,272.738748,292.925708,352.032012,426.891200,560.234970
168.999832,126.27520375,126.37231606,0.46740676,0.46414351,0.46629119,0.53318437,2.34885444,0.32789591,4264.000000,inf,conduction,245.005575,273.731246,293.986190,353.251500,428.203308,561.269376,243.984682,272.586867,292.762051,351.835734,426.658641,559.958680
169.250109,126.39214507,126.49704751,0.46708999,0.46402709,0.46599584,0.74640580,1.92495015,-0.66302287,4264.000000,inf,conduction,244.868695,273.576958,293.819972,353.052339,427.967803,560.990761,243.849906,272.434926,292.598328,351.639371,426.425964,559.681772
169.499817,126.50874167,126.59578887,0.46677458,0.46413200,0.46570176,0.38825423,3.55168268,3.14343534,4264.000000,inf,conduction,244.732385,273.423311,293.654443,352.853997,427.733248,560.713205,243.715689,272.283614,292.435282,351.443812,426.194225,559.405280
169.750093,126.62552493,126.71262032,0.46645911,0.46221893,0.46540760,0.41816109,3.00668160,1.88908265,4264.000000,inf,conduction,244.596023,273.269605,293.488849,352.655570,427.498574,560.435443,243.581418,272.132242,292.272169,351.248167,425.962366,559.128739
169.999801,126.74196417,126.83362249,0.46614500,0.46178919,0.46511471,0.49371011,2.48943887,0.68318037,4264.000000,inf,conduction,244.460228,273.116536,293.323941,352.457958,427.264847,560.158738,243.447704,271.981495,292.109730,351.053324,425.731442,558.853986
170.250078,126.85859001,126.95737929,0.46583081,0.46330287,0.46482173,0.65561011,2.04539907,-0.37302600,4264.000000,inf,conduction,244.324380,272.963408,293.158968,352.260260,427.031000,559.881826,243.313937,271.830688,291.947224,350.858394,425.500397,558.579003
170.499785,126.97487252,127.06033776,0.46551798,0.46310061,0.46453001,0.38686909,3.66540892,3.42111811,4264.000000,inf,conduction,244.189097,272.810915,292.994677,352.063373,426.798095,559.605966,243.180723,271.680504,291.785388,350.664261,425.270283,558.304426
170.750062,127.09134160,127.17433361,0.46520507,0.46176078,0.46423821,0.40298479,3.17687202,2.29254364,4264.000000,inf,conduction,244.053761,272.658361,292.830319,351.866399,426.565070,559.329900,243.047455,271.530258,291.623485,350.470040,425.040048,558.029448
170.999770,127.20746801,127.29387279,0.46489351,0.46092168,0.46394766,0.46138491,2.64215460,1.05029875,4264.000000,inf,conduction,243.918986,272.506439,292.666641,351.670233,426.332983,559.054882,242.914738,271.380632,291.462249,350.276614,424.810738,557.756112
171.250046,127.32378096,127.41656688,0.46458187,0.46137775,0.46365703,0.58582839,2.17651147,-0.04469317,4264.000000,inf,conduction,243.784157,272.354456,292.502896,351.473979,426.100775,558.779657,242.781966,271.230944,291.300944,350.083099,424.581307,557.482907
171.499754,127.43975190,127.52578453,0.46427157,0.46113562,0.46336765,0.39514820,3.62488722,3.34815805,4264.000000,inf,conduction,243.649887,272.203101,292.339828,351.278528,425.869500,558.505477,242.649743,271.081873,291.140304,349.890374,424.352798,557.210268
171.750031,127.55590935,127.63536749,0.46396120,0.46176077,0.46307818,0.39173938,3.35226380,2.70307612,4264.000000,inf,conduction,243.515564,272.051686,292.176691,351.082990,425.638104,558.231089,242.517465,270.932740,290.979595,349.697561,424.124167,556.936989
171.999738,127.67172547,127.75314592,0.46365215,0.46093097,0.46278994,0.43508560,2.80749920,1.43721076,4264.000000,inf,conduction,243.381796,271.900895,292.014228,350.888251,425.407638,557.957742,242.385732,270.784220,290.819547,349.505534,423.896453,556.665051
172.250015,127.78772805,127.87465947,0.46334302,0.45985788,0.46250162,0.53114785,2.31930657,0.30647089,4264.000000,inf,conduction,243.247974,271.750043,291.851697,350.693424,425.177049,557.684188,242.253944,270.635638,290.659430,349.313417,423.668618,556.393455
172.499723,127.90338997,127.99801606,0.46303522,0.46018034,0.46221453,0.74250879,1.90472837,-0.66750714,4264.000000,inf,conduction,243.114705,271.599813,291.689835,350.499392,424.947385,557.411670,242.122699,270.487667,290.499970,349.122084,423.441695,556.122705
172.749999,128.01923830,128.09601055,0.46272734,0.45995166,0.46192736,0.38484502,3.52034033,3.11663726,4264.000000,inf,conduction,242.981381,271.449521,291.527904,350.305272,424.717600,557.138945,241.991398,270.339632,290.340440,348.930660,423.214650,555.851232
173.000276,128.13500965,128.21181659,0.46242008,0.45843259,0.46164076,0.41417996,2.98399613,1.87815869,4264.000000,inf,conduction,242.848305,271.299508,291.366273,350.111503,424.488214,556.866633,241.860339,270.191870,290.181204,348.739581,422.987999,555.580149
173.249984,128.25044133,128.33171646,0.46211414,0.45768519,0.46135537,0.48780020,2.47480521,0.69464136,4264.000000,inf,conduction,242.715779,271.150113,291.205307,349.918525,424.259747,556.595352,241.729820,270.044715,290.022620,348.549280,422.762254,555.310635
173.500260,128.36605937,128.45433044,0.46180811,0.45928374,0.46106990,0.64424872,2.03707421,-0.34774363,4264.000000,inf,conduction,242.583197,271.000654,291.044272,349.725457,424.031157,556.323863,241.599244,269.897495,289.863966,348.358888,422.536387,555.041053
173.749968,128.48133839,128.55681354,0.46150338,0.45930789,0.46078564,0.38378232,3.64233293,3.40935117,4264.000000,inf,conduction,242.451162,270.851811,290.883898,349.533176,423.803481,556.053401,241.469205,269.750880,289.705962,348.169269,422.311422,554.772048
174.000245,128.59680372,128.66949059,0.46119858,0.45784726,0.46050130,0.39799976,3.17205013,2.32484885,4264.000000,inf,conduction,242.319071,270.702904,290.723454,349.340804,423.575682,555.782731,241.339109,269.604199,289.547887,347.979560,422.086333,554.502561
174.249952,128.71193068,128.78781172,0.46089507,0.45655559,0.46021816,0.45331347,2.64389277,1.10300003,4264.000000,inf,conduction,242.187524,270.554609,290.563669,349.149214,423.348794,555.513084,241.209547,269.458120,289.390458,347.790620,421.862143,554.234442
174.500229,128.82724392,128.90929622,0.46059148,0.45704014,0.45993493,0.57062690,2.18229389,0.01715703,4264.000000,inf,conduction,242.055920,270.406250,290.403814,348.957534,423.121781,555.243229,241.079927,269.311975,289.232958,347.601588,421.637829,553.966498
174.749937,128.94221944,129.01925558,0.46028918,0.45717349,0.45965290,0.39646680,3.53147651,3.17364857,4264.000000,inf,conduction,241.924858,270.258501,290.244613,348.766633,422.895675,554.974393,240.950839,269.166429,289.076102,347.413323,421.414409,553.699329
175.000213,129.05738119,129.12667080,0.45998680,0.45787925,0.45937078,0.38665288,3.36387264,2.77348367,4264.000000,inf,conduction,241.793739,270.110686,290.085342,348.575641,422.669444,554.705350,240.821693,269.020817,288.919174,347.224966,421.190865,553.431551
175.249921,129.17220587,129.24304240,0.45968570,0.45627125,0.45908985,0.42606197,2.82699447,1.53474591,4264.000000,inf,conduction,241.663158,269.963478,289.926723,348.385424,422.444116,554.437321,240.693076,268.875800,288.762886,347.037371,420.968211,553.164855
175.500198,129.28721673,129.36325414,0.45938451,0.45532582,0.45880884,0.51449099,2.34071587,0.40706426,4264.000000,inf,conduction,241.532521,269.816205,289.768033,348.195115,422.218663,554.169084,240.564400,268.730717,288.606526,346.849684,420.745433,552.898406
175.749905,129.40189116,129.48534308,0.45908461,0.45663417,0.45852901,0.70504897,1.92674810,-0.57646662,4264.000000,inf,conduction,241.402419,269.669535,289.609992,348.005578,421.994108,553.901858,240.436251,268.586227,288.450804,346.662755,420.523540,552.632994
176.000182,129.51675173,129.58375818,0.45878461,0.45703946,0.45824909,0.38074086,3.53958354,3.19411725,4264.000000,inf,conduction,241.272260,269.522799,289.451879,347.815948,421.769428,553.634425,240.308044,268.441670,288.295009,346.475734,420.301523,552.366991
176.249890,129.63127651,129.69754320,0.45848589,0.45504243,0.45797035,0.40502415,3.02332602,2.00797871,4264.000000,inf,conduction,241.142635,269.376664,289.294412,347.627087,421.545642,553.367998,240.180360,268.297703,288.139848,346.289468,420.080388,552.101816
176.500166,129.74598739,129.81627576,0.45818708,0.45383469,0.45769152,0.47107895,2.51349206,0.82808379,4264.000000,inf,conduction,241.012952,269.230464,289.136873,347.438132,421.321731,553.101364,240.052618,268.153668,287.984614,346.103109,419.859127,551.836772
176.749874,129.86036310,129.93726663,0.45788954,0.45519159,0.45741386,0.60911197,2.07490094,-0.21362284,4264.000000,inf,conduction,240.883799,269.084860,288.979977,347.249943,421.098709,552.835733,239.925397,268.010221,287.830012,345.917502,419.638745,551.572990
177.000151,129.97492487,130.04162663,0.45759190,0.45551010,0.45713611,0.38304619,3.62600960,3.41344638,4264.000000,inf,conduction,240.754588,268.939191,288.823008,347.061660,420.875562,552.569894,239.798116,267.866707,287.675336,345.731800,419.418237,551.308767
177.249859,130.08915211,130.15151691,0.45729552,0.45436075,0.45685953,0.38969333,3.22896869,2.49691118,4264.000000,inf,conduction,240.625906,268.794116,288.666679,346.874138,420.653301,552.305055,239.671355,267.723776,287.521289,345.546848,419.198604,551.045223
177.500135,130.20356536,130.26845445,0.45699905,0.45245325,0.45658285,0.43741533,2.70147437,1.28347377,4264.000000,inf,conduction,240.497165,268.648974,288.510277,346.686522,420.430913,552.040008,239.544534,267.580778,287.367168,345.361801,418.978843,550.781582
177.749843,130.31764471,130.38821569,0.45670384,0.45272039,0.45630733,0.53902696,2.23677970,0.19280631,4264.000000,inf,conduction,240.368950,268.504425,288.354511,346.499664,420.209408,551.775956,239.418229,267.438361,287.213672,345.177499,418.759954,550.519296
178.000119,130.43191002,130.50384023,0.45640853,0.45361256,0.45603172,0.43043972,2.91688588,1.77476547,4264.000000,inf,conduction,240.240676,268.359808,288.198673,346.312712,419.987775,551.511696,239.291865,267.295876,287.060102,344.993102,418.540938,550.256792
178.249827,130.54584205,130.60530240,0.45611447,0.45433107,0.45575727,0.38017072,3.43121162,2.97062354,4264.000000,inf,conduction,240.112926,268.215781,288.043468,346.126513,419.767022,551.248429,239.166014,267.153970,286.907155,344.809447,418.322789,549.994952
178.500104,130.65996000,130.71991857,0.45582031,0.45208554,0.45548271,0.41163980,2.90461557,1.76305395,4264.000000,inf,conduction,239.985116,268.071685,287.888189,345.940220,419.546140,550.984953,239.040103,267.011995,286.754132,344.625696,418.104512,549.732790
178.749812,130.77374529,130.83826149,0.45552740,0.45098655,0.45520931,0.48649580,2.41374507,0.62633467,4264.000000,inf,conduction,239.857827,267.928177,287.733541,345.754678,419.326134,550.722466,238.914704,266.870596,286.601730,344.442685,417.887098,549.471906
179.000088,130.88771645,130.95917060,0.45523438,0.45293360,0.45493581,0.64418746,1.99175734,-0.38308243,4264.000000,inf,conduction,239.730478,267.784600,287.578819,345.569040,419.105999,550.459770,238.789244,266.729129,286.449252,344.259577,417.669557,549.211011
179.249796,131.00135557,131.05957693,0.45494261,0.45345391,0.45466346,0.37792233,3.58626716,3.34332617,4264.000000,inf,conduction,239.603648,267.641607,287.424725,345.384150,418.886736,550.198059,238.664293,266.588234,286.297392,344.077204,417.452875,548.950887
179.500073,131.11518052,131.17085892,0.45465073,0.45167981,0.45439101,0.39268859,3.12042960,2.27272045,4264.000000,inf,conduction,239.476757,267.498545,287.270555,345.199163,418.667344,549.936140,238.539282,266.447270,286.145455,343.894735,417.236065,548.690305
179.749780,131.22867404,131.28749694,0.45436008,0.44977750,0.45411969,0.44666037,2.60695277,1.09203543,4264.000000,inf,conduction,239.350383,267.356065,287.117011,345.014921,418.448820,549.675201,238.414777,266.306877,285.994133,343.712998,417.020111,548.430806
180.000057,131.34235333,131.40719284,0.45406934,0.45066089,0.45384828,0.55975573,2.15771433,0.03068146,4264.000000,inf,conduction,239.223949,267.213516,286.963392,344.830583,418.230166,549.414055,238.290211,266.166414,285.842735,343.531163,416.804028,548.171399
180.249765,131.45570182,131.51635181,0.45377982,0.45154648,0.45357800,0.39355875,3.44141683,3.02552724,4264.000000,inf,conduction,239.098027,267.071545,286.810395,344.646985,418.012376,549.153885,238.166149,266.026520,285.691948,343.350058,416.588797,547.912941
180.500041,131.56923603,131.62158801,0.45349019,0.45144600,0.45330761,0.38022809,3.33957535,2.78827032,4264.000000,inf,conduction,238.972046,266.929504,286.657322,344.463290,417.794457,548.893508,238.042026,265.886555,285.541084,343.168855,416.373437,547.654010
180.749749,131.68244003,131.73604956,0.45320179,0.44869148,0.45303836,0.41659101,2.81682077,1.59536175,4264.000000,inf,conduction,238.846575,266.788040,286.504869,344.280333,417.577398,548.634104,237.918404,265.747156,285.390829,342.988378,416.158925,547.395958
